,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
11676,155,6765.json,true,Texas is the state that has now gone the longest without electing a Democrat statewide.,"elections,history",joaquin-castro,attorney,Texas,democrat,1.0,0.0,1.0,2.0,0.0,a panel at the Texas Tribune Festival.,Texas voters have not elected a Democrat to statewide office for longer than voters in any other state.
11700,179,502.json,true,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a statement by campaign spokesman Bill Burton,"In 1997, McCain was among 29 of 55 Republicans who joined with 45 Democrats to ratify the 1993 Chemical Weapons Convention, which banned the development, production, sale, use or stockpiling of chemical weapons. And in 1992, he voted with the majority of the Senate in a 93-6 tally to ratify the Strategic Arms Reduction Treaty, which provided for reduction of about one-third in the arsenals of long-range missiles and bombers of the United States and former Soviet Union. ""The majority of people following the issue would point out McCain has not taken a leadership role on nonproliferation during his career in the Senate,"" said Daryl Kimball, executive director of the Washington-based Arms Control Association. In spite of McCain's moves to the center, and his more fleshed-out positions on nonproliferation, we don't find much in McCain's Senate record to refute the charge of the Obama camp."
11719,198,1251.json,true,Health care premiums for consumers have doubled since 2001.,health-care,jay-rockefeller,U.S. Senator,West Virginia,democrat,0.0,0.0,1.0,0.0,0.0,a column in the newspaper Roll Call,"However, if you read Rockefeller's language closely, he did say, ""premiums for consumers have doubled""  and if you use the data for the employee-paid portion of health benefits by itself, he's right. For individuals, the employee cost rose from $355 to $779 and for families it rose from $1,787 to $3,515. The former jump is easily double, while the latter is just shy of double. Using this calculation, Rockefeller is right."
11744,223,2547.json,true,I said no to these big bank bailouts.,"economy,message-machine,voting-record",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1.0,0.0,2.0,7.0,0.0,a TV ad,"In the Texas delegation, nine Democrats and six Republicans voted yes, while four Democrats and 13 Republicans voted no. The Texas delegates who switched votes between versions of the bailout  going from ""no"" to ""yes""  were Al Green, D-Houston, Mike Conaway, R-Midland, Mac Thornberry, R-Clarendon, Sheila Jackson Lee, D-Houston, Solomon Ortiz, D-Corpus Christi, and Henry Cuellar, D-Laredo. Doggett was quoted in the Oct.  3 American-Statesman saying: ""When markets are poisoned, you demand the best antidote to that poison . . . not yield to President Bush's take-it-or-leave-it demand. ""So, Doggett twice voted against the TARP measure, the plan since widely called a ""bailout."
11754,233,4708.json,true,The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.,"economy,housing",nina-turner,State senator,Ohio,democrat,1.0,0.0,0.0,0.0,0.0,an opinion column,"And since 2007, net worth -- assets minus liabilities -- dropped from $64. 2 trillion to $58. 7 trillion, or about $5. 5 trillion. The table also confirms the significant drop in home values -- as the Christian Science Monitor reported, about $4. 7 trillion -- that accounts for the drastic decrease in net worth. It is important to note that while Turners column did not bookend the $5. 5 trillion figure with exact dates, it generally addressed the effects of the recent recession -- the same post-2007 period covered by Scherer. So her use of the Fed numbers from 2007 and after made sense."
11756,235,8809.json,true,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.","economy,income",jason-carter,State Senator,Georgia,democrat,1.0,0.0,2.0,1.0,0.0,a speech,"Carter said that an average Georgia family in effect makes $6,000 less than the average family did 10 years ago. PolitiFact Georgias research shows Carter didnt exaggerate the problem with median household income. If anything, he underestimated it."
11781,260,7271.json,true,"It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.","crime,education,public-safety,state-budget",john-kitzhaber,Governor of Oregon,Oregon,democrat,1.0,1.0,4.0,4.0,0.0,in State of the State speech,"Kitzhaber, in his State of the State speech, implored lawmakers to work with him to boost spending for children and families, including more money into classrooms. As part of that initiative, he proposed lowering costs in health care and in prisons, as well as taking a hard look at tax expenditures and public pension reform. He asked lawmakers to keep two numbers in mind: $10,000 to keep a child in school, versus $30,000 to keep an inmate in prison. The average operational cost of educating a child is even lower, on statewide average, further underscoring his point."
11818,297,8901.json,true,"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.","energy,environment",van-jones,"Co-host of CNN's ""Crossfire""","Washington, D.C.",democrat,0.0,1.0,2.0,2.0,0.0,"a segment on CNN's ""Crossfire""","Jones said the Keystone pipeline will only result in 35 permanent jobs after construction. The numbers, as reported by the State Department, back him up, though thats the nature of any big construction project, be it a highway or monument."
11826,305,5753.json,true,Rhode Islands exports have increased by 53 percent in the last two years.,"economy,states,trade",lisa-tomasso,State Representative,Rhode Island,democrat,0.0,0.0,0.0,0.0,0.0,a news release.,"Tomasso said that exports from Rhode Island have increased by 53 percent over the past two years. According to federal trade statistics, shes correct. That improvement doesnt mean the states economy is set to turn around anytime soon, but it may be a sign of hope. (Get updates from PolitiFactRI on Twitter."
11838,317,568.json,true,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",military,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television ad,"The Lugar-Obama initiative is modeled after a 1991 bill authored by Lugar and former Democratic Sen.  Sam Nunn. The Nunn-Lugar program provided U. S.  funding and expertise to the former Soviet Union to dismantle stockpiles of nuclear, chemical and biological weapons. We'll note here that the legislation Obama and Lugar sponsored did not deal solely with nuclear weapons, but rather with all weapons of mass destruction, and that a good bit of their legislation focused on conventional weapons. But it does seem like part of the legislation's intent is to ""help lock down loose nuclear weapons."
11875,354,2983.json,true,Four out of 10 homicides are committed by gun in this city.,"crime,guns",sam-adams,Mayor of Portland,Oregon,democrat,3.0,2.0,5.0,2.0,0.0,a city council meeting,"We also asked Jeff Bock, the Oregon Uniform Crime Reporting manager with the Oregon State Police, to check homicide causes in other cities in the state. Again, firearms led the way, with knives and other sharp tools trailing behind. Of 373 homicides 2006-2009 in Portland, Gresham, Beaverton, Hillsboro, Eugene and Salem, nearly half involved firearms and 25 percent involved knives or other sharp-edged instruments."
