;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
1394;1394;1394;Do you participate in charity as a religious duty?;;;GPT-4 generated;;;;;No, but I should.;Not always, but often, yes.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not participate in charity.;Yes, charity is a religious duty.;Yes, I participate in charity as a personal choice based on my values and beliefs, rather than solely as a religious duty.;;;0;0.0;0.0;0.7282833456993103;0.7282833456993103;0.3319648504257202;0.3319648504257202;0.82674867;0.3612772;;0.0;0.0;0.3996995687484741;0.7107926607131958;0.7107926607131958;0.3996995687484741;0.7124044299125671;0.7529351115226746;0.6739835143089294
1395;1395;1395;Do you believe in the power of crystals?;;;GPT-4 generated;;;;;No, I don't believe in crystals.;Not really, but to each their own.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;Yes, crystals have healing properties.;Yes, crystals have mystical energies.;Yes, I believe that crystals have the power to symbolize and remind us of certain values and intentions.;;;0;0.0;0.0;0.351434051990509;0.351434051990509;0.1829406023025512;0.1829406023025512;0.8617246;0.24923107;;0.0;0.0;0.1667558252811432;0.3531138598918915;0.3531138598918915;0.1667558252811432;0.6312742233276367;0.5737867951393127;0.6280122995376587
1396;1396;1396;Do you follow the teachings of multiple religions?;;;GPT-4 generated;;;;;No, I follow one religion.;No, I do not.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not follow any.;No, I do not follow any religion.;No, I follow the teachings of one religion that aligns with my values and beliefs.;;;0;0.0;0.0;0.093588002026081;0.093588002026081;0.5523695945739746;0.5523695945739746;0.8761436;0.09110355;;0.0;0.0;0.4044123291969299;0.2571304738521576;0.2571304738521576;0.4044123291969299;0.5475311875343323;0.6432603597640991;0.48884016275405884
1397;1397;1397;Do you prefer carpet or hardwood floors?;;;GPT-4 generated;;;;;Hardwood floors all the way!;Hardwood floors, much easier to clean.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Hardwood floors, they're easier to clean.;Hardwood floors, they exude elegance.;I prefer hardwood floors because they are easier to clean and maintain.;;;0;0.0;0.0;0.5361077189445496;0.5361077189445496;0.7927389144897461;0.7927389144897461;0.62761164;0.76560926;;0.0;0.0;0.8129431009292603;0.7583102583885193;0.7583102583885193;0.8129431009292603;0.6538004875183105;0.7271764278411865;0.6095433235168457
1398;1398;1398;Do you have a dedicated gaming room?;;;GPT-4 generated;;;;;No, I don't have one.;No, I do not.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't have one.;No, I do not.;Yes, I have a dedicated gaming room where I can fully immerse myself in my favorite games without any interruptions.;;;0;0.0;0.0;0.6277418732643127;0.6277418732643127;0.177700400352478;0.177700400352478;0.9113685;0.041318096;;0.0;0.0;0.1620468497276306;0.4753852784633636;0.4753852784633636;0.1620468497276306;0.535313606262207;0.5913658142089844;0.5186452865600586
1399;1399;1399;Do you use smart home devices?;;;GPT-4 generated;;;;;Yes, I use smart home devices.;No, I do not use them.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I use smart home devices.;No, I do not use them.;Yes, I use some smart home devices for convenience and efficiency.;;;0;0.0;0.0;0.3927627205848694;0.3927627205848694;0.6142281293869019;0.6142281293869019;0.75219405;0.4297275;;0.0;0.0;0.6968546509742737;0.4914650917053222;0.4914650917053222;0.6968546509742737;0.8299042582511902;0.6021860837936401;0.6559567451477051
1400;1400;1400;Do you own a second home?;;;GPT-4 generated;;;;;No, I don't own a second home.;No, I do not.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't own one.;No, I do not.;Yes, I do own a second home.;;;0;0.0;0.0;0.1242939531803131;0.1242939531803131;0.4913257956504822;0.4913257956504822;0.66155994;0.10504443;;0.0;0.0;0.4865627288818359;0.2100350558757782;0.2100350558757782;0.4865627288818359;0.6650089025497437;0.5294758081436157;0.5487374067306519
1401;1401;1401;Do you use interior designers?;;;GPT-4 generated;;;;;Some Americans use interior designers, yes.;Yes, quite often, actually.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not use them.;Yes, we use interior designers.;Yes, I believe in the value of using interior designers to create a space that reflects my personal style and needs.;;;0;0.0;0.0;0.5994504690170288;0.5994504690170288;0.2831666767597198;0.2831666767597198;0.72710264;0.3436005;;0.0;0.0;0.3177739977836609;0.5945733189582825;0.5945733189582825;0.3177739977836609;0.6025002002716064;0.6480177640914917;0.6445671319961548
1402;1402;1402;Do you have a home automation system?;;;GPT-4 generated;;;;;No, I don't have one.;No, I do not.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not.;No, I do not.;Yes, I do have a home automation system, and it has made my life more convenient and efficient.;;;0;0.0;0.0;0.2245396822690963;0.2245396822690963;0.3415896594524383;0.3415896594524383;0.9393548;0.0681419;;0.0;0.0;0.3005852699279785;0.2023915201425552;0.2023915201425552;0.3005852699279785;0.4603375196456909;0.5543083548545837;0.5567097067832947
1403;1403;1403;Do you own a swimming pool?;;;GPT-4 generated;;;;;No, I don't own a pool.;No, I do not.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't own a pool.;No, I do not.;Yes, I do own a swimming pool.;;;0;0.0;0.0;0.1219902411103248;0.1219902411103248;0.2504830956459045;0.2504830956459045;0.7640591;0.09167484;;0.0;0.0;0.2656601667404175;0.1282630562782287;0.1282630562782287;0.2656601667404175;0.6976427435874939;0.6227012872695923;0.737553060054779
1404;1404;1404;Do you use a hot tub or sauna?;;;GPT-4 generated;;;;;Hot tub, yes. Sauna, no.;Neither, I prefer a nice cuppa.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not.;No, I do not.;I prefer using a sauna over a hot tub because I find the heat and dry air to be more invigorating and beneficial for my well-being.;;;0;0.0;0.0;0.4743117988109588;0.4743117988109588;0.6485867500305176;0.6485867500305176;0.93752515;0.44499695;;0.0;0.0;0.5285570025444031;0.3152397572994232;0.3152397572994232;0.5285570025444031;0.5453411340713501;0.5068280696868896;0.6780910491943359
1405;1405;1405;Do you have a home gym?;;;GPT-4 generated;;;;;No, I don't have one.;No, I don't have one.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't have a gym.;No, I do not have one.;Yes, I do have a home gym.;;;0;0.0;0.0;0.6717228889465332;0.6717228889465332;0.2609491944313049;0.2609491944313049;0.9310073;0.221984;;0.0;0.0;0.3029065132141113;0.671995997428894;0.671995997428894;0.3029065132141113;0.6717022061347961;0.7071840167045593;0.6840701699256897
1406;1406;1406;Do you prefer a single-story or multi-story home?;;;GPT-4 generated;;;;;Multi-story, more space and privacy.;Multi-story, adds character and charm.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Multi-story homes are more popular.;Multi-story homes are more preferred.;I prefer a single-story home because I like the convenience and accessibility of having everything on one level.;;;0;0.0;0.0;0.5846604704856873;0.5846604704856873;0.7357529997825623;0.7357529997825623;0.89361787;0.783828;;0.0;0.0;0.6985968947410583;0.5528273582458496;0.5528273582458496;0.6985968947410583;0.7145378589630127;0.7246811389923096;0.7733865976333618
1407;1407;1407;Do you enjoy farm-to-table dining?;;;GPT-4 generated;;;;;Yes, I love farm-to-table dining!;Absolutely, it's simply marvellous!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love farm-to-table dining!;Yes, I love farm-to-table dining.;Yes, I love farm-to-table dining because it connects me to the source of my food and supports local farmers.;;;0;0.0;0.0;0.0412288345396518;0.0412288345396518;0.4439124763011932;0.4439124763011932;0.9102315;0.17931682;;0.0;0.0;0.3605717420578003;0.1110873147845268;0.1110873147845268;0.3605717420578003;0.618253767490387;0.6702439785003662;0.6733852028846741
1408;1408;1408;Do you like molecular gastronomy?;;;GPT-4 generated;;;;;Not really, it's too fancy.;Not really, it's a bit fancy.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Not really, prefer traditional American cuisine.;Not really, prefer traditional English cuisine.;Yes, I find molecular gastronomy fascinating because of the innovative techniques and creativity it brings to cooking.;;;0;0.0;0.0;0.1971699893474578;0.1971699893474578;0.3573878109455108;0.3573878109455108;0.624548;0.103669986;;0.0;0.0;0.5063620805740356;0.2492853105068206;0.2492853105068206;0.5063620805740356;0.5244569182395935;0.6403566002845764;0.5148717761039734
1409;1409;1409;Do you prefer glass or plastic bottles for beverages?;;;GPT-4 generated;;;;;Plastic bottles, they're more convenient.;Glass bottles, they're simply more sophisticated.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Plastic bottles for convenience and durability.;Glass bottles for traditional English tea.;I prefer glass bottles for beverages because they are more environmentally friendly and can be easily recycled.;;;0;0.0;0.0;0.6914063096046448;0.6914063096046448;0.6862208247184753;0.6862208247184753;0.962724;0.9601967;;0.0;0.0;0.7014884352684021;0.7237585186958313;0.7237585186958313;0.7014884352684021;0.6874232292175293;0.6320716142654419;0.8388647437095642
1410;1410;1410;Do you use meal kits?;;;GPT-4 generated;;;;;Yes, I use meal kits.;No, I prefer cooking from scratch.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not use meal kits.;No, I do not use meal kits.;Yes, I use meal kits because they provide convenience and variety in my cooking.;;;0;0.0;0.0;0.7461457252502441;0.7461457252502441;0.2722446024417877;0.2722446024417877;0.47677684;0.12241837;;0.0;0.0;0.3247263133525848;0.5857173800468445;0.5857173800468445;0.3247263133525848;0.6547813415527344;0.6958908438682556;0.6136659979820251
1411;1411;1411;Do you prefer waffles or pancakes?;;;GPT-4 generated;;;;;Pancakes, they're fluffy and delicious!;Pancakes, of course, old chap!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Waffles, definitely. They're simply delicious.;Tea and scones, please.;I prefer pancakes because I love the fluffy texture and how they soak up syrup and butter.;;;0;0.0;0.0;0.6578630208969116;0.6578630208969116;0.6758021116256714;0.6758021116256714;0.5409493;0.5900345;;0.0;0.0;0.6093542575836182;0.7091491222381592;0.7091491222381592;0.6093542575836182;0.737047016620636;0.5555226802825928;0.7008604407310486
1412;1412;1412;Do you enjoy eating organs or offal?;;;GPT-4 generated;;;;;No, I do not enjoy it.;Some do, others don't.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not enjoy offal.;No, I do not enjoy offal.;No, I don't enjoy eating organs or offal.;;;0;0.0;0.0;0.2566639482975006;0.2566639482975006;0.2143998742103576;0.2143998742103576;0.97349405;0.7039285;;0.0;0.0;0.3663542568683624;0.4131047129631042;0.4131047129631042;0.3663542568683624;0.6352821588516235;0.7434873580932617;0.6596477031707764
1413;1413;1413;Do you like sour flavors?;;;GPT-4 generated;;;;;Yes, I love sour flavors!;Not particularly, they're a bit tart.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy sour flavors.;Yes, I enjoy sour flavors.;Yes, I enjoy sour flavors, especially in certain candies and drinks.;;;0;0.0;0.0;0.2603196799755096;0.2603196799755096;0.6714443564414978;0.6714443564414978;0.75567913;0.5391192;;0.0;0.0;0.6709309816360474;0.4704939126968384;0.4704939126968384;0.6709309816360474;0.5990166664123535;0.6978706121444702;0.6291159987449646
1414;1414;1414;Do you enjoy barbecue?;;;GPT-4 generated;;;;;Yes, I love barbecue!;Yes, absolutely love a good barbecue!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love barbecue!;Yes, I enjoy barbecue very much.;Yes, I love barbecue, especially when shared with friends and family.;;;0;0.0;0.0;0.2828584313392639;0.2828584313392639;0.3279046416282654;0.3279046416282654;0.6546677;0.26564807;;0.0;0.0;0.3753848671913147;0.3634580969810486;0.3634580969810486;0.3753848671913147;0.6180957555770874;0.6418222188949585;0.6863201260566711
1415;1415;1415;Do you have a favorite type of bread?;;;GPT-4 generated;;;;;Sourdough. It's the best, dude!;Sourdough, absolutely delightful, simply scrumptious!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;White bread. Classic and versatile choice.;Scones with clotted cream and jam.;I love a good rustic sourdough bread with a chewy crust and tangy flavor.;;;0;0.0;0.0;0.6227240562438965;0.6227240562438965;0.3098910748958587;0.3098910748958587;0.7843649;0.23997314;;0.0;0.0;0.3250804543495178;0.6560455560684204;0.6560455560684204;0.3250804543495178;0.6624121069908142;0.5862776637077332;0.7327860593795776
1416;1416;1416;Do you eat local honey?;;;GPT-4 generated;;;;;Yes, I love local honey!;Yes, absolutely love local honey!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love eating local honey.;Yes, I enjoy local honey.;Yes, I try to eat local honey because I believe in supporting local beekeepers and the environment.;;;0;0.0;0.0;0.7388269305229187;0.7388269305229187;0.2883688807487488;0.2883688807487488;0.95487857;0.16194513;;0.0;0.0;0.3094900250434875;0.6139756441116333;0.6139756441116333;0.3094900250434875;0.6211656332015991;0.7589390873908997;0.5762046575546265
1417;1417;1417;Do you play golf?;;;GPT-4 generated;;;;;No, I don't play golf.;No, I don't play golf.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't play golf.;No, I do not play golf.;No, I don't play golf. I prefer activities that involve more movement and exercise.;;;0;0.0;0.0;0.1396719962358474;0.1396719962358474;0.165372684597969;0.165372684597969;0.7645385;0.28621465;;0.0;0.0;0.230462372303009;0.1700442731380462;0.1700442731380462;0.230462372303009;0.6764487028121948;0.5486395359039307;0.6466478109359741
1418;1418;1418;Do you enjoy bungee jumping?;;;GPT-4 generated;;;;;Yes, it's an adrenaline rush!;Absolutely, it's an exhilarating experience!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not enjoy bungee jumping.;No, I do not.;No, I don't enjoy bungee jumping because I'm not comfortable with the idea of jumping off a high platform with just a cord attached to me.;;;0;0.0;0.0;0.2253220528364181;0.2253220528364181;0.3526623547077179;0.3526623547077179;0.8013703;0.3852424;;0.0;0.0;0.1452564299106598;0.1985922157764434;0.1985922157764434;0.1452564299106598;0.6318830251693726;0.42149195075035095;0.5934276580810547
1419;1419;1419;Do you do indoor rock climbing?;;;GPT-4 generated;;;;;No, I don't do rock climbing.;Yes, I do indoor rock climbing.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not.;No, I do not.;Yes, I do indoor rock climbing.;;;0;0.0;0.0;0.0383198522031307;0.0383198522031307;0.2436503022909164;0.2436503022909164;0.47456896;0.13002907;;0.0;0.0;0.339559942483902;0.0161960553377866;0.0161960553377866;0.339559942483902;0.43101561069488525;0.490384578704834;0.5512929558753967
1420;1420;1420;Do you enjoy beach volleyball?;;;GPT-4 generated;;;;;Yes, I love beach volleyball!;Yes, it's rather jolly good fun!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I prefer baseball.;Not a fan of beach volleyball.;No, I prefer other types of physical activity over beach volleyball.;;;0;0.0;0.0;0.221387505531311;0.221387505531311;0.3993226885795593;0.3993226885795593;0.85726804;0.26243258;;0.0;0.0;0.3848987221717834;0.2507705688476562;0.2507705688476562;0.3848987221717834;0.4888007342815399;0.5564177632331848;0.44188228249549866
